signal_id,system_name,data_product_id,metric_name,metric_value,threshold,status,severity,measured_at,owner,recommended_action,name,domain,business_criticality
SIG-00147,pipeline_reliability_incident_lab,DP-001,schema_drift_count,76.01,75,critical,critical,2026-05-20T21:21:43.494033+00:00,Customer Platform,Investigate and remediate.,customer_360,customer,critical
SIG-00148,pipeline_reliability_incident_lab,DP-001,backfill_safety,67.78,75,degraded,high,2026-05-20T21:21:43.494038+00:00,Customer Platform,Investigate and remediate.,customer_360,customer,critical
SIG-00149,pipeline_reliability_incident_lab,DP-002,reliability_score,70.42,75,watch,medium,2026-05-20T21:21:43.494044+00:00,Finance Analytics,Monitor.,revenue_metrics,finance,critical
SIG-00150,pipeline_reliability_incident_lab,DP-002,sla_compliance,73.3,75,watch,medium,2026-05-20T21:21:43.494049+00:00,Finance Analytics,Monitor.,revenue_metrics,finance,critical
SIG-00151,pipeline_reliability_incident_lab,DP-002,schema_drift_count,100.0,75,critical,critical,2026-05-20T21:21:43.494053+00:00,Finance Analytics,Investigate and remediate.,revenue_metrics,finance,critical
SIG-00152,pipeline_reliability_incident_lab,DP-002,backfill_safety,72.14,75,watch,medium,2026-05-20T21:21:43.494058+00:00,Finance Analytics,Monitor.,revenue_metrics,finance,critical
SIG-00153,pipeline_reliability_incident_lab,DP-003,reliability_score,92.06,75,healthy,low,2026-05-20T21:21:43.494063+00:00,Fraud MLOps,Monitor.,fraud_detection_features,risk,critical
SIG-00154,pipeline_reliability_incident_lab,DP-003,sla_compliance,71.16,75,watch,medium,2026-05-20T21:21:43.494068+00:00,Fraud MLOps,Monitor.,fraud_detection_features,risk,critical
SIG-00155,pipeline_reliability_incident_lab,DP-003,schema_drift_count,93.18,75,critical,critical,2026-05-20T21:21:43.494072+00:00,Fraud MLOps,Investigate and remediate.,fraud_detection_features,risk,critical
SIG-00156,pipeline_reliability_incident_lab,DP-003,backfill_safety,86.62,75,healthy,low,2026-05-20T21:21:43.494077+00:00,Fraud MLOps,Monitor.,fraud_detection_features,risk,critical
SIG-00157,pipeline_reliability_incident_lab,DP-004,reliability_score,80.12,75,watch,medium,2026-05-20T21:21:43.494085+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00158,pipeline_reliability_incident_lab,DP-004,sla_compliance,81.51,75,watch,medium,2026-05-20T21:21:43.494089+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00159,pipeline_reliability_incident_lab,DP-004,schema_drift_count,74.14,75,degraded,high,2026-05-20T21:21:43.494094+00:00,Payments Risk,Investigate and remediate.,payment_risk_scoring,risk,critical
SIG-00160,pipeline_reliability_incident_lab,DP-004,backfill_safety,87.35,75,healthy,low,2026-05-20T21:21:43.494098+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00161,pipeline_reliability_incident_lab,DP-005,reliability_score,76.54,75,watch,medium,2026-05-20T21:21:43.494104+00:00,GenAI Platform,Monitor.,enterprise_rag_search,ai_platform,high
SIG-00162,pipeline_reliability_incident_lab,DP-005,sla_compliance,67.29,75,degraded,high,2026-05-20T21:21:43.494111+00:00,GenAI Platform,Investigate and remediate.,enterprise_rag_search,ai_platform,high
SIG-00163,pipeline_reliability_incident_lab,DP-005,schema_drift_count,66.66,75,degraded,high,2026-05-20T21:21:43.494116+00:00,GenAI Platform,Investigate and remediate.,enterprise_rag_search,ai_platform,high
SIG-00164,pipeline_reliability_incident_lab,DP-005,backfill_safety,84.07,75,watch,medium,2026-05-20T21:21:43.494120+00:00,GenAI Platform,Monitor.,enterprise_rag_search,ai_platform,high
SIG-00165,pipeline_reliability_incident_lab,DP-006,reliability_score,100.0,75,healthy,low,2026-05-20T21:21:43.494129+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00166,pipeline_reliability_incident_lab,DP-006,sla_compliance,83.92,75,watch,medium,2026-05-20T21:21:43.494133+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00167,pipeline_reliability_incident_lab,DP-006,schema_drift_count,80.58,75,critical,critical,2026-05-20T21:21:43.494138+00:00,Support Analytics,Investigate and remediate.,support_intelligence,operations,high
SIG-00168,pipeline_reliability_incident_lab,DP-006,backfill_safety,85.43,75,healthy,low,2026-05-20T21:21:43.494146+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00169,pipeline_reliability_incident_lab,DP-007,reliability_score,97.67,75,healthy,low,2026-05-20T21:21:43.494151+00:00,AI Governance,Monitor.,ai_governance_gateway,governance,critical
SIG-00170,pipeline_reliability_incident_lab,DP-007,sla_compliance,84.63,75,watch,medium,2026-05-20T21:21:43.494156+00:00,AI Governance,Monitor.,ai_governance_gateway,governance,critical
SIG-00171,pipeline_reliability_incident_lab,DP-007,schema_drift_count,77.07,75,critical,critical,2026-05-20T21:21:43.494160+00:00,AI Governance,Investigate and remediate.,ai_governance_gateway,governance,critical
SIG-00172,pipeline_reliability_incident_lab,DP-007,backfill_safety,95.28,75,healthy,low,2026-05-20T21:21:43.494165+00:00,AI Governance,Monitor.,ai_governance_gateway,governance,critical
SIG-00173,pipeline_reliability_incident_lab,DP-008,reliability_score,87.15,75,healthy,low,2026-05-20T21:21:43.494170+00:00,Analytics Engineering,Monitor.,semantic_metrics_layer,governance,critical
SIG-00174,pipeline_reliability_incident_lab,DP-008,sla_compliance,100.0,75,healthy,low,2026-05-20T21:21:43.494175+00:00,Analytics Engineering,Monitor.,semantic_metrics_layer,governance,critical
SIG-00175,pipeline_reliability_incident_lab,DP-008,schema_drift_count,32.76,75,watch,medium,2026-05-20T21:21:43.494183+00:00,Analytics Engineering,Monitor.,semantic_metrics_layer,governance,critical
SIG-00176,pipeline_reliability_incident_lab,DP-008,backfill_safety,65.58,75,degraded,high,2026-05-20T21:21:43.494187+00:00,Analytics Engineering,Investigate and remediate.,semantic_metrics_layer,governance,critical
SIG-00177,pipeline_reliability_incident_lab,DP-009,reliability_score,100.0,75,healthy,low,2026-05-20T21:21:43.494192+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00178,pipeline_reliability_incident_lab,DP-009,sla_compliance,100.0,75,healthy,low,2026-05-20T21:21:43.494200+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00179,pipeline_reliability_incident_lab,DP-009,schema_drift_count,79.85,75,critical,critical,2026-05-20T21:21:43.494205+00:00,Data Quality,Investigate and remediate.,data_quality_certification,governance,critical
SIG-00180,pipeline_reliability_incident_lab,DP-009,backfill_safety,77.4,75,watch,medium,2026-05-20T21:21:43.494209+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00181,pipeline_reliability_incident_lab,DP-010,reliability_score,99.54,75,healthy,low,2026-05-20T21:21:43.494214+00:00,Data Platform,Monitor.,pipeline_reliability_monitoring,operations,critical
SIG-00182,pipeline_reliability_incident_lab,DP-010,sla_compliance,68.72,75,degraded,high,2026-05-20T21:21:43.494219+00:00,Data Platform,Investigate and remediate.,pipeline_reliability_monitoring,operations,critical
SIG-00183,pipeline_reliability_incident_lab,DP-010,schema_drift_count,71.26,75,degraded,high,2026-05-20T21:21:43.494223+00:00,Data Platform,Investigate and remediate.,pipeline_reliability_monitoring,operations,critical
SIG-00184,pipeline_reliability_incident_lab,DP-010,backfill_safety,89.72,75,healthy,low,2026-05-20T21:21:43.494228+00:00,Data Platform,Monitor.,pipeline_reliability_monitoring,operations,critical
SIG-00185,pipeline_reliability_incident_lab,DP-011,reliability_score,77.26,75,watch,medium,2026-05-20T21:21:43.494237+00:00,Supply Chain Analytics,Monitor.,supply_chain_risk_monitoring,operations,medium
SIG-00186,pipeline_reliability_incident_lab,DP-011,sla_compliance,81.94,75,watch,medium,2026-05-20T21:21:43.494242+00:00,Supply Chain Analytics,Monitor.,supply_chain_risk_monitoring,operations,medium
SIG-00187,pipeline_reliability_incident_lab,DP-011,schema_drift_count,80.04,75,critical,critical,2026-05-20T21:21:43.494246+00:00,Supply Chain Analytics,Investigate and remediate.,supply_chain_risk_monitoring,operations,medium
SIG-00188,pipeline_reliability_incident_lab,DP-011,backfill_safety,86.05,75,healthy,low,2026-05-20T21:21:43.494251+00:00,Supply Chain Analytics,Monitor.,supply_chain_risk_monitoring,operations,medium
SIG-00189,pipeline_reliability_incident_lab,DP-012,reliability_score,98.89,75,healthy,low,2026-05-20T21:21:43.494256+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00190,pipeline_reliability_incident_lab,DP-012,sla_compliance,83.09,75,watch,medium,2026-05-20T21:21:43.494261+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00191,pipeline_reliability_incident_lab,DP-012,schema_drift_count,24.5,75,healthy,low,2026-05-20T21:21:43.494266+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00192,pipeline_reliability_incident_lab,DP-012,backfill_safety,81.42,75,watch,medium,2026-05-20T21:21:43.494271+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00193,semantic_metrics_trust_layer,DP-001,semantic_trust_score,71.88,75,watch,medium,2026-05-20T21:21:43.495146+00:00,Customer Platform,Monitor.,customer_360,customer,critical
SIG-00194,semantic_metrics_trust_layer,DP-001,metric_conflicts,8.19,75,healthy,low,2026-05-20T21:21:43.495154+00:00,Customer Platform,Monitor.,customer_360,customer,critical
SIG-00195,semantic_metrics_trust_layer,DP-001,lineage_completeness,77.99,75,watch,medium,2026-05-20T21:21:43.495162+00:00,Customer Platform,Monitor.,customer_360,customer,critical
SIG-00196,semantic_metrics_trust_layer,DP-001,ai_agent_metric_readiness,92.99,75,healthy,low,2026-05-20T21:21:43.495167+00:00,Customer Platform,Monitor.,customer_360,customer,critical
SIG-00197,semantic_metrics_trust_layer,DP-002,semantic_trust_score,66.08,75,degraded,high,2026-05-20T21:21:43.495174+00:00,Finance Analytics,Investigate and remediate.,revenue_metrics,finance,critical
SIG-00198,semantic_metrics_trust_layer,DP-002,metric_conflicts,15.28,75,healthy,low,2026-05-20T21:21:43.495182+00:00,Finance Analytics,Monitor.,revenue_metrics,finance,critical
SIG-00199,semantic_metrics_trust_layer,DP-002,lineage_completeness,78.07,75,watch,medium,2026-05-20T21:21:43.495187+00:00,Finance Analytics,Monitor.,revenue_metrics,finance,critical
SIG-00200,semantic_metrics_trust_layer,DP-002,ai_agent_metric_readiness,94.03,75,healthy,low,2026-05-20T21:21:43.495192+00:00,Finance Analytics,Monitor.,revenue_metrics,finance,critical
SIG-00201,semantic_metrics_trust_layer,DP-003,semantic_trust_score,88.46,75,healthy,low,2026-05-20T21:21:43.495201+00:00,Fraud MLOps,Monitor.,fraud_detection_features,risk,critical
SIG-00202,semantic_metrics_trust_layer,DP-003,metric_conflicts,21.22,75,healthy,low,2026-05-20T21:21:43.495207+00:00,Fraud MLOps,Monitor.,fraud_detection_features,risk,critical
SIG-00203,semantic_metrics_trust_layer,DP-003,lineage_completeness,73.65,75,watch,medium,2026-05-20T21:21:43.495212+00:00,Fraud MLOps,Monitor.,fraud_detection_features,risk,critical
SIG-00204,semantic_metrics_trust_layer,DP-003,ai_agent_metric_readiness,79.31,75,watch,medium,2026-05-20T21:21:43.495219+00:00,Fraud MLOps,Monitor.,fraud_detection_features,risk,critical
SIG-00205,semantic_metrics_trust_layer,DP-004,semantic_trust_score,84.91,75,watch,medium,2026-05-20T21:21:43.495225+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00206,semantic_metrics_trust_layer,DP-004,metric_conflicts,4.48,75,healthy,low,2026-05-20T21:21:43.495230+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00207,semantic_metrics_trust_layer,DP-004,lineage_completeness,83.09,75,watch,medium,2026-05-20T21:21:43.495234+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00208,semantic_metrics_trust_layer,DP-004,ai_agent_metric_readiness,84.74,75,watch,medium,2026-05-20T21:21:43.495241+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00209,semantic_metrics_trust_layer,DP-005,semantic_trust_score,100.0,75,healthy,low,2026-05-20T21:21:43.495247+00:00,GenAI Platform,Monitor.,enterprise_rag_search,ai_platform,high
SIG-00210,semantic_metrics_trust_layer,DP-005,metric_conflicts,8.64,75,healthy,low,2026-05-20T21:21:43.495252+00:00,GenAI Platform,Monitor.,enterprise_rag_search,ai_platform,high
SIG-00211,semantic_metrics_trust_layer,DP-005,lineage_completeness,78.55,75,watch,medium,2026-05-20T21:21:43.495259+00:00,GenAI Platform,Monitor.,enterprise_rag_search,ai_platform,high
SIG-00212,semantic_metrics_trust_layer,DP-005,ai_agent_metric_readiness,64.44,75,degraded,high,2026-05-20T21:21:43.495269+00:00,GenAI Platform,Investigate and remediate.,enterprise_rag_search,ai_platform,high
SIG-00213,semantic_metrics_trust_layer,DP-006,semantic_trust_score,74.91,75,watch,medium,2026-05-20T21:21:43.495277+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00214,semantic_metrics_trust_layer,DP-006,metric_conflicts,45.71,75,watch,medium,2026-05-20T21:21:43.495282+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00215,semantic_metrics_trust_layer,DP-006,lineage_completeness,73.25,75,watch,medium,2026-05-20T21:21:43.495287+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00216,semantic_metrics_trust_layer,DP-006,ai_agent_metric_readiness,74.15,75,watch,medium,2026-05-20T21:21:43.495294+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00217,semantic_metrics_trust_layer,DP-007,semantic_trust_score,56.23,75,degraded,high,2026-05-20T21:21:43.495299+00:00,AI Governance,Investigate and remediate.,ai_governance_gateway,governance,critical
SIG-00218,semantic_metrics_trust_layer,DP-007,metric_conflicts,4.88,75,healthy,low,2026-05-20T21:21:43.495304+00:00,AI Governance,Monitor.,ai_governance_gateway,governance,critical
SIG-00219,semantic_metrics_trust_layer,DP-007,lineage_completeness,75.65,75,watch,medium,2026-05-20T21:21:43.495311+00:00,AI Governance,Monitor.,ai_governance_gateway,governance,critical
SIG-00220,semantic_metrics_trust_layer,DP-007,ai_agent_metric_readiness,71.48,75,watch,medium,2026-05-20T21:21:43.495316+00:00,AI Governance,Monitor.,ai_governance_gateway,governance,critical
SIG-00221,semantic_metrics_trust_layer,DP-008,semantic_trust_score,80.87,75,watch,medium,2026-05-20T21:21:43.495321+00:00,Analytics Engineering,Monitor.,semantic_metrics_layer,governance,critical
SIG-00222,semantic_metrics_trust_layer,DP-008,metric_conflicts,62.33,75,degraded,high,2026-05-20T21:21:43.495330+00:00,Analytics Engineering,Investigate and remediate.,semantic_metrics_layer,governance,critical
SIG-00223,semantic_metrics_trust_layer,DP-008,lineage_completeness,66.55,75,degraded,high,2026-05-20T21:21:43.495334+00:00,Analytics Engineering,Investigate and remediate.,semantic_metrics_layer,governance,critical
SIG-00224,semantic_metrics_trust_layer,DP-008,ai_agent_metric_readiness,68.84,75,degraded,high,2026-05-20T21:21:43.495339+00:00,Analytics Engineering,Investigate and remediate.,semantic_metrics_layer,governance,critical
SIG-00225,semantic_metrics_trust_layer,DP-009,semantic_trust_score,100.0,75,healthy,low,2026-05-20T21:21:43.495344+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00226,semantic_metrics_trust_layer,DP-009,metric_conflicts,2.91,75,healthy,low,2026-05-20T21:21:43.495352+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00227,semantic_metrics_trust_layer,DP-009,lineage_completeness,77.58,75,watch,medium,2026-05-20T21:21:43.495357+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00228,semantic_metrics_trust_layer,DP-009,ai_agent_metric_readiness,86.1,75,healthy,low,2026-05-20T21:21:43.495361+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00229,semantic_metrics_trust_layer,DP-010,semantic_trust_score,100.0,75,healthy,low,2026-05-20T21:21:43.495366+00:00,Data Platform,Monitor.,pipeline_reliability_monitoring,operations,critical
SIG-00230,semantic_metrics_trust_layer,DP-010,metric_conflicts,19.58,75,healthy,low,2026-05-20T21:21:43.495374+00:00,Data Platform,Monitor.,pipeline_reliability_monitoring,operations,critical
SIG-00231,semantic_metrics_trust_layer,DP-010,lineage_completeness,91.33,75,healthy,low,2026-05-20T21:21:43.495379+00:00,Data Platform,Monitor.,pipeline_reliability_monitoring,operations,critical
SIG-00232,semantic_metrics_trust_layer,DP-010,ai_agent_metric_readiness,87.22,75,healthy,low,2026-05-20T21:21:43.495383+00:00,Data Platform,Monitor.,pipeline_reliability_monitoring,operations,critical
SIG-00233,semantic_metrics_trust_layer,DP-011,semantic_trust_score,77.49,75,watch,medium,2026-05-20T21:21:43.495388+00:00,Supply Chain Analytics,Monitor.,supply_chain_risk_monitoring,operations,medium
SIG-00234,semantic_metrics_trust_layer,DP-011,metric_conflicts,0.0,75,healthy,low,2026-05-20T21:21:43.495393+00:00,Supply Chain Analytics,Monitor.,supply_chain_risk_monitoring,operations,medium
SIG-00235,semantic_metrics_trust_layer,DP-011,lineage_completeness,79.14,75,watch,medium,2026-05-20T21:21:43.495398+00:00,Supply Chain Analytics,Monitor.,supply_chain_risk_monitoring,operations,medium
SIG-00236,semantic_metrics_trust_layer,DP-011,ai_agent_metric_readiness,78.8,75,watch,medium,2026-05-20T21:21:43.495402+00:00,Supply Chain Analytics,Monitor.,supply_chain_risk_monitoring,operations,medium
SIG-00237,semantic_metrics_trust_layer,DP-012,semantic_trust_score,84.79,75,watch,medium,2026-05-20T21:21:43.495407+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00238,semantic_metrics_trust_layer,DP-012,metric_conflicts,42.23,75,watch,medium,2026-05-20T21:21:43.495416+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00239,semantic_metrics_trust_layer,DP-012,lineage_completeness,83.87,75,watch,medium,2026-05-20T21:21:43.495420+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00240,semantic_metrics_trust_layer,DP-012,ai_agent_metric_readiness,86.22,75,healthy,low,2026-05-20T21:21:43.495425+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00241,ai_data_governance_gateway,DP-001,governance_risk_score,24.0,75,healthy,low,2026-05-20T21:21:43.496268+00:00,Customer Platform,Monitor.,customer_360,customer,critical
SIG-00242,ai_data_governance_gateway,DP-001,policy_violations,29.7,75,watch,medium,2026-05-20T21:21:43.496275+00:00,Customer Platform,Monitor.,customer_360,customer,critical
SIG-00243,ai_data_governance_gateway,DP-001,least_privilege_score,80.83,75,watch,medium,2026-05-20T21:21:43.496281+00:00,Customer Platform,Monitor.,customer_360,customer,critical
SIG-00244,ai_data_governance_gateway,DP-001,blocked_request_rate,100.0,75,healthy,low,2026-05-20T21:21:43.496286+00:00,Customer Platform,Monitor.,customer_360,customer,critical
SIG-00245,ai_data_governance_gateway,DP-002,governance_risk_score,30.95,75,watch,medium,2026-05-20T21:21:43.496296+00:00,Finance Analytics,Monitor.,revenue_metrics,finance,critical
SIG-00246,ai_data_governance_gateway,DP-002,policy_violations,3.98,75,healthy,low,2026-05-20T21:21:43.496301+00:00,Finance Analytics,Monitor.,revenue_metrics,finance,critical
SIG-00247,ai_data_governance_gateway,DP-002,least_privilege_score,96.29,75,healthy,low,2026-05-20T21:21:43.496306+00:00,Finance Analytics,Monitor.,revenue_metrics,finance,critical
SIG-00248,ai_data_governance_gateway,DP-002,blocked_request_rate,85.15,75,healthy,low,2026-05-20T21:21:43.496311+00:00,Finance Analytics,Monitor.,revenue_metrics,finance,critical
SIG-00249,ai_data_governance_gateway,DP-003,governance_risk_score,0.0,75,healthy,low,2026-05-20T21:21:43.496316+00:00,Fraud MLOps,Monitor.,fraud_detection_features,risk,critical
SIG-00250,ai_data_governance_gateway,DP-003,policy_violations,32.18,75,watch,medium,2026-05-20T21:21:43.496322+00:00,Fraud MLOps,Monitor.,fraud_detection_features,risk,critical
SIG-00251,ai_data_governance_gateway,DP-003,least_privilege_score,68.67,75,degraded,high,2026-05-20T21:21:43.496326+00:00,Fraud MLOps,Investigate and remediate.,fraud_detection_features,risk,critical
SIG-00252,ai_data_governance_gateway,DP-003,blocked_request_rate,76.34,75,watch,medium,2026-05-20T21:21:43.496331+00:00,Fraud MLOps,Monitor.,fraud_detection_features,risk,critical
SIG-00253,ai_data_governance_gateway,DP-004,governance_risk_score,24.94,75,healthy,low,2026-05-20T21:21:43.496336+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00254,ai_data_governance_gateway,DP-004,policy_violations,22.14,75,healthy,low,2026-05-20T21:21:43.496341+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00255,ai_data_governance_gateway,DP-004,least_privilege_score,78.98,75,watch,medium,2026-05-20T21:21:43.496348+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00256,ai_data_governance_gateway,DP-004,blocked_request_rate,83.83,75,watch,medium,2026-05-20T21:21:43.496353+00:00,Payments Risk,Monitor.,payment_risk_scoring,risk,critical
SIG-00257,ai_data_governance_gateway,DP-005,governance_risk_score,0.0,75,healthy,low,2026-05-20T21:21:43.496359+00:00,GenAI Platform,Monitor.,enterprise_rag_search,ai_platform,high
SIG-00258,ai_data_governance_gateway,DP-005,policy_violations,27.18,75,watch,medium,2026-05-20T21:21:43.496364+00:00,GenAI Platform,Monitor.,enterprise_rag_search,ai_platform,high
SIG-00259,ai_data_governance_gateway,DP-005,least_privilege_score,85.55,75,healthy,low,2026-05-20T21:21:43.496368+00:00,GenAI Platform,Monitor.,enterprise_rag_search,ai_platform,high
SIG-00260,ai_data_governance_gateway,DP-005,blocked_request_rate,77.54,75,watch,medium,2026-05-20T21:21:43.496373+00:00,GenAI Platform,Monitor.,enterprise_rag_search,ai_platform,high
SIG-00261,ai_data_governance_gateway,DP-006,governance_risk_score,29.9,75,watch,medium,2026-05-20T21:21:43.496378+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00262,ai_data_governance_gateway,DP-006,policy_violations,0.0,75,healthy,low,2026-05-20T21:21:43.496383+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00263,ai_data_governance_gateway,DP-006,least_privilege_score,92.37,75,healthy,low,2026-05-20T21:21:43.496390+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00264,ai_data_governance_gateway,DP-006,blocked_request_rate,78.06,75,watch,medium,2026-05-20T21:21:43.496395+00:00,Support Analytics,Monitor.,support_intelligence,operations,high
SIG-00265,ai_data_governance_gateway,DP-007,governance_risk_score,5.05,75,healthy,low,2026-05-20T21:21:43.496401+00:00,AI Governance,Monitor.,ai_governance_gateway,governance,critical
SIG-00266,ai_data_governance_gateway,DP-007,policy_violations,47.4,75,watch,medium,2026-05-20T21:21:43.496408+00:00,AI Governance,Monitor.,ai_governance_gateway,governance,critical
SIG-00267,ai_data_governance_gateway,DP-007,least_privilege_score,88.99,75,healthy,low,2026-05-20T21:21:43.496413+00:00,AI Governance,Monitor.,ai_governance_gateway,governance,critical
SIG-00268,ai_data_governance_gateway,DP-007,blocked_request_rate,100.0,75,healthy,low,2026-05-20T21:21:43.496417+00:00,AI Governance,Monitor.,ai_governance_gateway,governance,critical
SIG-00269,ai_data_governance_gateway,DP-008,governance_risk_score,31.9,75,watch,medium,2026-05-20T21:21:43.496423+00:00,Analytics Engineering,Monitor.,semantic_metrics_layer,governance,critical
SIG-00270,ai_data_governance_gateway,DP-008,policy_violations,31.9,75,watch,medium,2026-05-20T21:21:43.496428+00:00,Analytics Engineering,Monitor.,semantic_metrics_layer,governance,critical
SIG-00271,ai_data_governance_gateway,DP-008,least_privilege_score,91.94,75,healthy,low,2026-05-20T21:21:43.496432+00:00,Analytics Engineering,Monitor.,semantic_metrics_layer,governance,critical
SIG-00272,ai_data_governance_gateway,DP-008,blocked_request_rate,78.44,75,watch,medium,2026-05-20T21:21:43.496437+00:00,Analytics Engineering,Monitor.,semantic_metrics_layer,governance,critical
SIG-00273,ai_data_governance_gateway,DP-009,governance_risk_score,11.45,75,healthy,low,2026-05-20T21:21:43.496443+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00274,ai_data_governance_gateway,DP-009,policy_violations,2.79,75,healthy,low,2026-05-20T21:21:43.496448+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00275,ai_data_governance_gateway,DP-009,least_privilege_score,91.39,75,healthy,low,2026-05-20T21:21:43.496452+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00276,ai_data_governance_gateway,DP-009,blocked_request_rate,79.71,75,watch,medium,2026-05-20T21:21:43.496457+00:00,Data Quality,Monitor.,data_quality_certification,governance,critical
SIG-00277,ai_data_governance_gateway,DP-010,governance_risk_score,37.52,75,watch,medium,2026-05-20T21:21:43.496467+00:00,Data Platform,Monitor.,pipeline_reliability_monitoring,operations,critical
SIG-00278,ai_data_governance_gateway,DP-010,policy_violations,37.15,75,watch,medium,2026-05-20T21:21:43.496474+00:00,Data Platform,Monitor.,pipeline_reliability_monitoring,operations,critical
SIG-00279,ai_data_governance_gateway,DP-010,least_privilege_score,63.14,75,degraded,high,2026-05-20T21:21:43.496479+00:00,Data Platform,Investigate and remediate.,pipeline_reliability_monitoring,operations,critical
SIG-00280,ai_data_governance_gateway,DP-010,blocked_request_rate,81.2,75,watch,medium,2026-05-20T21:21:43.496483+00:00,Data Platform,Monitor.,pipeline_reliability_monitoring,operations,critical
SIG-00281,ai_data_governance_gateway,DP-011,governance_risk_score,14.67,75,healthy,low,2026-05-20T21:21:43.496489+00:00,Supply Chain Analytics,Monitor.,supply_chain_risk_monitoring,operations,medium
SIG-00282,ai_data_governance_gateway,DP-011,policy_violations,35.48,75,watch,medium,2026-05-20T21:21:43.496494+00:00,Supply Chain Analytics,Monitor.,supply_chain_risk_monitoring,operations,medium
SIG-00283,ai_data_governance_gateway,DP-011,least_privilege_score,73.61,75,watch,medium,2026-05-20T21:21:43.496498+00:00,Supply Chain Analytics,Monitor.,supply_chain_risk_monitoring,operations,medium
SIG-00284,ai_data_governance_gateway,DP-011,blocked_request_rate,69.84,75,degraded,high,2026-05-20T21:21:43.496503+00:00,Supply Chain Analytics,Investigate and remediate.,supply_chain_risk_monitoring,operations,medium
SIG-00285,ai_data_governance_gateway,DP-012,governance_risk_score,2.1,75,healthy,low,2026-05-20T21:21:43.496509+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00286,ai_data_governance_gateway,DP-012,policy_violations,29.62,75,watch,medium,2026-05-20T21:21:43.496517+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00287,ai_data_governance_gateway,DP-012,least_privilege_score,95.86,75,healthy,low,2026-05-20T21:21:43.496521+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
SIG-00288,ai_data_governance_gateway,DP-012,blocked_request_rate,89.31,75,healthy,low,2026-05-20T21:21:43.496526+00:00,Executive Analytics,Monitor.,executive_reporting_mart,executive,critical
